scenario,algorithm,temperature,annealing,solved,iterations,cost,time
68,F-CBS (T=2.0),2.0,False,True,3,72.0,0.0018122196197509766
68,F-CBS (T=5.0),5.0,False,True,3,72.0,0.0017871856689453125
68,F-CBS (T=10.0),10.0,False,True,3,72.0,0.001781463623046875
68,F-CBS (T=12.0),12.0,False,True,3,72.0,0.0018672943115234375
68,F-CBS Anneal (T=1.0→0),1.0,True,True,3,72.0,0.001798391342163086
68,F-CBS Anneal (T=2.0→0),2.0,True,True,3,72.0,0.0017833709716796875
68,F-CBS Anneal (T=5.0→0),5.0,True,True,3,72.0,0.0017788410186767578
68,F-CBS Anneal (T=10.0→0),10.0,True,True,3,72.0,0.0017733573913574219
68,F-CBS Anneal (T=12.0→0),12.0,True,True,3,72.0,0.0018014907836914062
69,CBS,,False,False,1024,inf,0.9798822402954102
69,F-CBS (T=1.0),1.0,False,False,1024,inf,0.9622130393981934
69,F-CBS (T=2.0),2.0,False,False,1024,inf,0.9601116180419922
69,F-CBS (T=5.0),5.0,False,False,1024,inf,0.9765336513519287
69,F-CBS (T=10.0),10.0,False,False,1024,inf,0.9899117946624756
69,F-CBS (T=12.0),12.0,False,False,1024,inf,1.0664122104644775
69,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,1.0131630897521973
69,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,1.0217227935791016
69,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,1.008470058441162
69,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,1.0359110832214355
69,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,0.9979362487792969
70,CBS,,False,True,33,92.0,0.026636600494384766
70,F-CBS (T=1.0),1.0,False,True,6,92.0,0.00513458251953125
70,F-CBS (T=2.0),2.0,False,True,6,92.0,0.004802703857421875
70,F-CBS (T=5.0),5.0,False,True,6,92.0,0.005312681198120117
70,F-CBS (T=10.0),10.0,False,True,6,92.0,0.004788398742675781
70,F-CBS (T=12.0),12.0,False,True,6,92.0,0.0049114227294921875
70,F-CBS Anneal (T=1.0→0),1.0,True,True,6,92.0,0.004759073257446289
70,F-CBS Anneal (T=2.0→0),2.0,True,True,6,92.0,0.005218982696533203
70,F-CBS Anneal (T=5.0→0),5.0,True,True,6,92.0,0.004816770553588867
70,F-CBS Anneal (T=10.0→0),10.0,True,True,6,92.0,0.004730939865112305
70,F-CBS Anneal (T=12.0→0),12.0,True,True,6,92.0,0.00474095344543457
71,CBS,,False,False,1024,inf,0.5565872192382812
71,F-CBS (T=1.0),1.0,False,False,1024,inf,0.5472383499145508
71,F-CBS (T=2.0),2.0,False,False,1024,inf,0.5550320148468018
71,F-CBS (T=5.0),5.0,False,False,1024,inf,0.5715928077697754
71,F-CBS (T=10.0),10.0,False,False,1024,inf,0.5672531127929688
71,F-CBS (T=12.0),12.0,False,False,1024,inf,0.545006513595581
71,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,0.6142494678497314
71,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,0.6133956909179688
71,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,0.6103780269622803
71,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,0.6164321899414062
71,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,0.6056594848632812
72,CBS,,False,False,1024,inf,0.7001509666442871
72,F-CBS (T=1.0),1.0,False,False,1024,inf,0.6841418743133545
72,F-CBS (T=2.0),2.0,False,False,1024,inf,0.6690609455108643
72,F-CBS (T=5.0),5.0,False,False,1024,inf,0.6798276901245117
72,F-CBS (T=10.0),10.0,False,False,1024,inf,0.679624080657959
72,F-CBS (T=12.0),12.0,False,False,1024,inf,0.6788554191589355
72,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,0.6787214279174805
72,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,0.6829617023468018
72,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,0.6719198226928711
72,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,0.8819103240966797
72,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,0.8102903366088867
73,CBS,,False,False,1024,inf,1.2728841304779053
73,F-CBS (T=1.0),1.0,False,False,1024,inf,1.2983038425445557
73,F-CBS (T=2.0),2.0,False,False,1024,inf,1.2719483375549316
73,F-CBS (T=5.0),5.0,False,False,1024,inf,1.3242099285125732
73,F-CBS (T=10.0),10.0,False,False,1024,inf,1.3273203372955322
73,F-CBS (T=12.0),12.0,False,False,1024,inf,1.4087727069854736
73,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,1.3120150566101074
73,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,1.3582613468170166
73,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,1.2983579635620117
73,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,1.3308742046356201
73,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,1.3105144500732422
74,CBS,,False,False,1024,inf,0.7400462627410889
74,F-CBS (T=1.0),1.0,False,False,1024,inf,0.7490966320037842
74,F-CBS (T=2.0),2.0,False,False,1024,inf,0.7680850028991699
74,F-CBS (T=5.0),5.0,False,False,1024,inf,0.8290963172912598
74,F-CBS (T=10.0),10.0,False,False,1024,inf,0.7796258926391602
74,F-CBS (T=12.0),12.0,False,False,1024,inf,0.8587918281555176
74,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,0.8010265827178955
74,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,0.7869570255279541
74,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,0.7715134620666504
74,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,0.7701830863952637
74,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,0.7792150974273682
75,CBS,,False,False,1024,inf,0.7912003993988037
75,F-CBS (T=1.0),1.0,False,False,1024,inf,0.909022331237793
75,F-CBS (T=2.0),2.0,False,False,1024,inf,0.9285426139831543
75,F-CBS (T=5.0),5.0,False,False,1024,inf,0.9599559307098389
75,F-CBS (T=10.0),10.0,False,False,1024,inf,1.058192253112793
75,F-CBS (T=12.0),12.0,False,False,1024,inf,1.2504968643188477
75,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,1.0593008995056152
75,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,1.1829838752746582
75,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,1.0713913440704346
75,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,0.9640743732452393
75,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,0.9685413837432861
76,CBS,,False,False,1024,inf,0.7809128761291504
76,F-CBS (T=1.0),1.0,False,False,1024,inf,1.0198917388916016
76,F-CBS (T=2.0),2.0,False,False,1024,inf,0.8204185962677002
76,F-CBS (T=5.0),5.0,False,False,1024,inf,0.9074270725250244
76,F-CBS (T=10.0),10.0,False,False,1024,inf,0.8125002384185791
76,F-CBS (T=12.0),12.0,False,False,1024,inf,0.8378303050994873
76,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,0.8215336799621582
76,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,0.8266217708587646
76,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,0.9262900352478027
76,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,0.8644261360168457
76,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,0.8353722095489502
77,CBS,,False,False,1024,inf,1.3159058094024658
77,F-CBS (T=1.0),1.0,False,False,1024,inf,1.414764642715454
77,F-CBS (T=2.0),2.0,False,False,1024,inf,1.6259946823120117
77,F-CBS (T=5.0),5.0,False,False,1024,inf,1.8110859394073486
77,F-CBS (T=10.0),10.0,False,False,1024,inf,1.522047758102417
77,F-CBS (T=12.0),12.0,False,False,1024,inf,1.4272997379302979
77,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,1.4146788120269775
77,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,1.4800279140472412
77,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,1.4010326862335205
77,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,1.4124536514282227
77,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,1.4541077613830566
78,CBS,,False,True,2,84.0,0.0029442310333251953
78,F-CBS (T=1.0),1.0,False,True,2,84.0,0.0025527477264404297
78,F-CBS (T=2.0),2.0,False,True,2,84.0,0.0033502578735351562
78,F-CBS (T=5.0),5.0,False,True,2,84.0,0.0024025440216064453
78,F-CBS (T=10.0),10.0,False,True,2,84.0,0.002145528793334961
78,F-CBS (T=12.0),12.0,False,True,2,84.0,0.0017795562744140625
78,F-CBS Anneal (T=1.0→0),1.0,True,True,2,84.0,0.00179290771484375
78,F-CBS Anneal (T=2.0→0),2.0,True,True,2,84.0,0.0018756389617919922
78,F-CBS Anneal (T=5.0→0),5.0,True,True,2,84.0,0.0018601417541503906
78,F-CBS Anneal (T=10.0→0),10.0,True,True,2,84.0,0.0020377635955810547
78,F-CBS Anneal (T=12.0→0),12.0,True,True,2,84.0,0.0022215843200683594
79,CBS,,False,False,1024,inf,1.4571115970611572
79,F-CBS (T=1.0),1.0,False,False,1024,inf,1.4405217170715332
79,F-CBS (T=2.0),2.0,False,False,1024,inf,1.396780252456665
79,F-CBS (T=5.0),5.0,False,False,1024,inf,1.3499929904937744
79,F-CBS (T=10.0),10.0,False,False,1024,inf,1.376070261001587
79,F-CBS (T=12.0),12.0,False,False,1024,inf,1.4072225093841553
79,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,1.5152006149291992
79,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,1.5429003238677979
79,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,1.5253582000732422
79,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,1.680607557296753
79,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,1.490117073059082
80,CBS,,False,False,1024,inf,1.2388789653778076
80,F-CBS (T=1.0),1.0,False,False,1024,inf,1.1906750202178955
80,F-CBS (T=2.0),2.0,False,False,1024,inf,1.2146904468536377
80,F-CBS (T=5.0),5.0,False,False,1024,inf,1.2216122150421143
80,F-CBS (T=10.0),10.0,False,False,1024,inf,1.1910085678100586
80,F-CBS (T=12.0),12.0,False,False,1024,inf,1.20192289352417
80,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,1.2457125186920166
80,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,1.2344610691070557
80,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,1.247330904006958
80,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,1.2148566246032715
80,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,1.4777474403381348
81,CBS,,False,True,2,100.0,0.0032167434692382812
81,F-CBS (T=1.0),1.0,False,True,2,100.0,0.0028617382049560547
81,F-CBS (T=2.0),2.0,False,True,2,100.0,0.0031785964965820312
81,F-CBS (T=5.0),5.0,False,True,2,100.0,0.002846240997314453
81,F-CBS (T=10.0),10.0,False,True,2,100.0,0.003016233444213867
81,F-CBS (T=12.0),12.0,False,True,2,100.0,0.0034830570220947266
81,F-CBS Anneal (T=1.0→0),1.0,True,True,2,100.0,0.003484487533569336
81,F-CBS Anneal (T=2.0→0),2.0,True,True,2,100.0,0.0037527084350585938
81,F-CBS Anneal (T=5.0→0),5.0,True,True,2,100.0,0.003894329071044922
81,F-CBS Anneal (T=10.0→0),10.0,True,True,2,100.0,0.00307464599609375
81,F-CBS Anneal (T=12.0→0),12.0,True,True,2,100.0,0.0033555030822753906
82,CBS,,False,False,1024,inf,1.3254363536834717
82,F-CBS (T=1.0),1.0,False,False,1024,inf,0.7914948463439941
82,F-CBS (T=2.0),2.0,False,False,1024,inf,0.8021960258483887
82,F-CBS (T=5.0),5.0,False,False,1024,inf,0.8180127143859863
82,F-CBS (T=10.0),10.0,False,False,1024,inf,0.8128175735473633
82,F-CBS (T=12.0),12.0,False,False,1024,inf,0.7823898792266846
82,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,1.2549457550048828
82,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,1.3122191429138184
82,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,1.372504711151123
82,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,1.3090355396270752
82,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,1.281270980834961
83,CBS,,False,True,8,68.0,0.006473541259765625
83,F-CBS (T=1.0),1.0,False,True,8,68.0,0.005078792572021484
83,F-CBS (T=2.0),2.0,False,False,1024,inf,0.536250114440918
83,F-CBS (T=5.0),5.0,False,False,1024,inf,0.5839371681213379
83,F-CBS (T=10.0),10.0,False,False,1024,inf,0.533797025680542
83,F-CBS (T=12.0),12.0,False,False,1024,inf,0.5346939563751221
83,F-CBS Anneal (T=1.0→0),1.0,True,True,8,68.0,0.0045168399810791016
83,F-CBS Anneal (T=2.0→0),2.0,True,True,29,69.0,0.013836860656738281
83,F-CBS Anneal (T=5.0→0),5.0,True,True,29,69.0,0.01534128189086914
83,F-CBS Anneal (T=10.0→0),10.0,True,True,29,69.0,0.015989303588867188
83,F-CBS Anneal (T=12.0→0),12.0,True,True,29,69.0,0.015040159225463867
84,CBS,,False,False,1024,inf,0.7771246433258057
84,F-CBS (T=1.0),1.0,False,False,1024,inf,0.8534436225891113
84,F-CBS (T=2.0),2.0,False,False,1024,inf,0.8459501266479492
84,F-CBS (T=5.0),5.0,False,False,1024,inf,0.8547914028167725
84,F-CBS (T=10.0),10.0,False,False,1024,inf,0.8491921424865723
84,F-CBS (T=12.0),12.0,False,False,1024,inf,0.8631033897399902
84,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,0.8417091369628906
84,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,0.8398871421813965
84,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,0.8325715065002441
84,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,0.8318643569946289
84,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,0.8374457359313965
85,CBS,,False,False,1024,inf,0.46347522735595703
85,F-CBS (T=1.0),1.0,False,False,1024,inf,0.5804228782653809
85,F-CBS (T=2.0),2.0,False,False,1024,inf,0.5332305431365967
85,F-CBS (T=5.0),5.0,False,False,1024,inf,0.5380678176879883
85,F-CBS (T=10.0),10.0,False,False,1024,inf,0.5388164520263672
85,F-CBS (T=12.0),12.0,False,False,1024,inf,0.5495245456695557
85,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,0.5408833026885986
85,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,0.5201380252838135
85,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,0.5399148464202881
85,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,0.5267341136932373
85,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,0.5674991607666016
86,CBS,,False,True,8,66.0,0.0045888423919677734
86,F-CBS (T=1.0),1.0,False,True,5,66.0,0.002894163131713867
86,F-CBS (T=2.0),2.0,False,True,5,66.0,0.0028607845306396484
86,F-CBS (T=5.0),5.0,False,True,5,66.0,0.0029489994049072266
86,F-CBS (T=10.0),10.0,False,True,5,66.0,0.0030167102813720703
86,F-CBS (T=12.0),12.0,False,True,5,66.0,0.0027952194213867188
86,F-CBS Anneal (T=1.0→0),1.0,True,True,5,66.0,0.002794027328491211
86,F-CBS Anneal (T=2.0→0),2.0,True,True,5,66.0,0.0027654170989990234
86,F-CBS Anneal (T=5.0→0),5.0,True,True,5,66.0,0.0027904510498046875
86,F-CBS Anneal (T=10.0→0),10.0,True,True,5,66.0,0.0035772323608398438
86,F-CBS Anneal (T=12.0→0),12.0,True,True,5,66.0,0.002788543701171875
87,CBS,,False,True,3,87.0,0.0024881362915039062
87,F-CBS (T=1.0),1.0,False,True,3,87.0,0.002386808395385742
87,F-CBS (T=2.0),2.0,False,True,3,87.0,0.002361297607421875
87,F-CBS (T=5.0),5.0,False,True,3,87.0,0.0023643970489501953
87,F-CBS (T=10.0),10.0,False,True,3,87.0,0.002356290817260742
87,F-CBS (T=12.0),12.0,False,True,3,87.0,0.0030372142791748047
87,F-CBS Anneal (T=1.0→0),1.0,True,True,3,87.0,0.002744436264038086
87,F-CBS Anneal (T=2.0→0),2.0,True,True,3,87.0,0.0027234554290771484
87,F-CBS Anneal (T=5.0→0),5.0,True,True,3,87.0,0.002707958221435547
87,F-CBS Anneal (T=10.0→0),10.0,True,True,3,87.0,0.002354860305786133
87,F-CBS Anneal (T=12.0→0),12.0,True,True,3,87.0,0.002353668212890625
88,CBS,,False,False,1024,inf,0.4520232677459717
88,F-CBS (T=1.0),1.0,False,False,1024,inf,0.4764883518218994
88,F-CBS (T=2.0),2.0,False,False,1024,inf,0.46495556831359863
88,F-CBS (T=5.0),5.0,False,False,1024,inf,0.4698061943054199
88,F-CBS (T=10.0),10.0,False,False,1024,inf,0.48982787132263184
88,F-CBS (T=12.0),12.0,False,False,1024,inf,0.48246192932128906
88,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,0.4693281650543213
88,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,0.4704616069793701
88,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,0.4633498191833496
88,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,0.47133636474609375
88,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,0.5029275417327881
89,CBS,,False,False,1024,inf,0.6500546932220459
89,F-CBS (T=1.0),1.0,False,False,1024,inf,0.668848991394043
89,F-CBS (T=2.0),2.0,False,False,1024,inf,0.6773087978363037
89,F-CBS (T=5.0),5.0,False,False,1024,inf,0.7339262962341309
89,F-CBS (T=10.0),10.0,False,False,1024,inf,0.7213363647460938
89,F-CBS (T=12.0),12.0,False,False,1024,inf,0.690927267074585
89,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,0.6603724956512451
89,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,0.719780445098877
89,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,0.6809043884277344
89,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,0.7214601039886475
89,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,0.7035467624664307
90,CBS,,False,False,1024,inf,0.9231317043304443
90,F-CBS (T=1.0),1.0,False,False,1024,inf,0.9684848785400391
90,F-CBS (T=2.0),2.0,False,False,1024,inf,0.9966151714324951
90,F-CBS (T=5.0),5.0,False,False,1024,inf,0.9765379428863525
90,F-CBS (T=10.0),10.0,False,False,1024,inf,0.9569530487060547
90,F-CBS (T=12.0),12.0,False,False,1024,inf,0.9598391056060791
90,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,0.9945688247680664
90,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,1.0089848041534424
90,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,0.983229398727417
90,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,1.0064268112182617
90,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,1.0018949508666992
91,CBS,,False,True,83,83.0,0.06395077705383301
91,F-CBS (T=1.0),1.0,False,True,33,83.0,0.026782989501953125
91,F-CBS (T=2.0),2.0,False,True,10,84.0,0.008373498916625977
91,F-CBS (T=5.0),5.0,False,True,9,84.0,0.006497859954833984
91,F-CBS (T=10.0),10.0,False,True,9,84.0,0.007462263107299805
91,F-CBS (T=12.0),12.0,False,True,9,84.0,0.006631612777709961
91,F-CBS Anneal (T=1.0→0),1.0,True,True,23,83.0,0.017787694931030273
91,F-CBS Anneal (T=2.0→0),2.0,True,True,23,83.0,0.01792597770690918
91,F-CBS Anneal (T=5.0→0),5.0,True,True,12,84.0,0.009290695190429688
91,F-CBS Anneal (T=10.0→0),10.0,True,True,12,84.0,0.008574247360229492
91,F-CBS Anneal (T=12.0→0),12.0,True,True,12,84.0,0.009427070617675781
92,CBS,,False,True,17,95.0,0.01063680648803711
92,F-CBS (T=1.0),1.0,False,False,1024,inf,0.5705575942993164
92,F-CBS (T=2.0),2.0,False,False,1024,inf,0.5885076522827148
92,F-CBS (T=5.0),5.0,False,False,1024,inf,0.6044926643371582
92,F-CBS (T=10.0),10.0,False,False,1024,inf,0.543795108795166
92,F-CBS (T=12.0),12.0,False,False,1024,inf,0.5454885959625244
92,F-CBS Anneal (T=1.0→0),1.0,True,True,24,95.0,0.01384115219116211
92,F-CBS Anneal (T=2.0→0),2.0,True,True,24,95.0,0.013415098190307617
92,F-CBS Anneal (T=5.0→0),5.0,True,True,24,95.0,0.01572728157043457
92,F-CBS Anneal (T=10.0→0),10.0,True,True,24,95.0,0.013872146606445312
92,F-CBS Anneal (T=12.0→0),12.0,True,True,24,95.0,0.013617753982543945
93,CBS,,False,True,4,71.0,0.0029799938201904297
93,F-CBS (T=1.0),1.0,False,True,3,71.0,0.0023293495178222656
93,F-CBS (T=2.0),2.0,False,True,3,71.0,0.002313375473022461
93,F-CBS (T=5.0),5.0,False,True,3,71.0,0.0022895336151123047
93,F-CBS (T=10.0),10.0,False,True,3,71.0,0.0027382373809814453
93,F-CBS (T=12.0),12.0,False,True,3,71.0,0.002524137496948242
93,F-CBS Anneal (T=1.0→0),1.0,True,True,3,71.0,0.0023834705352783203
93,F-CBS Anneal (T=2.0→0),2.0,True,True,3,71.0,0.0022902488708496094
93,F-CBS Anneal (T=5.0→0),5.0,True,True,3,71.0,0.002335071563720703
93,F-CBS Anneal (T=10.0→0),10.0,True,True,3,71.0,0.002282857894897461
93,F-CBS Anneal (T=12.0→0),12.0,True,True,3,71.0,0.0022995471954345703
94,CBS,,False,False,1024,inf,0.4651224613189697
94,F-CBS (T=1.0),1.0,False,False,1024,inf,0.5977144241333008
94,F-CBS (T=2.0),2.0,False,False,1024,inf,0.5599310398101807
94,F-CBS (T=5.0),5.0,False,False,1024,inf,0.5375924110412598
94,F-CBS (T=10.0),10.0,False,False,1024,inf,0.5422608852386475
94,F-CBS (T=12.0),12.0,False,False,1024,inf,0.5505564212799072
94,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,0.5814027786254883
94,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,0.5546281337738037
94,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,0.5468909740447998
94,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,0.5408518314361572
94,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,0.5347535610198975
95,CBS,,False,False,1024,inf,0.6396327018737793
95,F-CBS (T=1.0),1.0,False,False,1024,inf,0.708096981048584
95,F-CBS (T=2.0),2.0,False,False,1024,inf,0.6988925933837891
95,F-CBS (T=5.0),5.0,False,False,1024,inf,0.8912255764007568
95,F-CBS (T=10.0),10.0,False,False,1024,inf,0.8660593032836914
95,F-CBS (T=12.0),12.0,False,False,1024,inf,0.901409387588501
95,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,0.6709861755371094
95,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,0.7451567649841309
95,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,0.8849184513092041
95,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,0.9190359115600586
95,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,0.912116289138794
96,CBS,,False,True,45,92.0,0.029546499252319336
96,F-CBS (T=1.0),1.0,False,False,1024,inf,0.8437821865081787
96,F-CBS (T=2.0),2.0,False,False,1024,inf,0.9020929336547852
96,F-CBS (T=5.0),5.0,False,False,1024,inf,0.8312995433807373
96,F-CBS (T=10.0),10.0,False,False,1024,inf,0.8902993202209473
96,F-CBS (T=12.0),12.0,False,False,1024,inf,0.8126006126403809
96,F-CBS Anneal (T=1.0→0),1.0,True,True,77,92.0,0.04520392417907715
96,F-CBS Anneal (T=2.0→0),2.0,True,True,77,92.0,0.0453801155090332
96,F-CBS Anneal (T=5.0→0),5.0,True,True,77,92.0,0.04409337043762207
96,F-CBS Anneal (T=10.0→0),10.0,True,True,77,92.0,0.044217824935913086
96,F-CBS Anneal (T=12.0→0),12.0,True,True,77,92.0,0.04303455352783203
97,CBS,,False,False,1024,inf,1.0530595779418945
97,F-CBS (T=1.0),1.0,False,False,1024,inf,1.041349172592163
97,F-CBS (T=2.0),2.0,False,False,1024,inf,1.116577386856079
97,F-CBS (T=5.0),5.0,False,False,1024,inf,1.1540400981903076
97,F-CBS (T=10.0),10.0,False,False,1024,inf,1.0741682052612305
97,F-CBS (T=12.0),12.0,False,False,1024,inf,1.1100754737854004
97,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,1.1891775131225586
97,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,1.1925663948059082
97,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,1.0957798957824707
97,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,1.1399917602539062
97,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,1.0877389907836914
98,CBS,,False,False,1024,inf,1.746786117553711
98,F-CBS (T=1.0),1.0,False,False,1024,inf,2.0423946380615234
98,F-CBS (T=2.0),2.0,False,False,1024,inf,2.1786131858825684
98,F-CBS (T=5.0),5.0,False,False,1024,inf,2.5181124210357666
98,F-CBS (T=10.0),10.0,False,False,1024,inf,3.3509702682495117
98,F-CBS (T=12.0),12.0,False,False,1024,inf,3.663029193878174
98,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,1.767404556274414
98,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,1.7227952480316162
98,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,1.8960158824920654
98,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,1.8708124160766602
98,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,1.8130228519439697
99,CBS,,False,False,1024,inf,0.6259005069732666
99,F-CBS (T=1.0),1.0,False,False,1024,inf,0.5286107063293457
99,F-CBS (T=2.0),2.0,False,False,1024,inf,0.544287919998169
99,F-CBS (T=5.0),5.0,False,False,1024,inf,0.5531754493713379
99,F-CBS (T=10.0),10.0,False,False,1024,inf,0.5479967594146729
99,F-CBS (T=12.0),12.0,False,False,1024,inf,0.720024585723877
99,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,0.5496282577514648
99,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,0.5635340213775635
99,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,0.5797774791717529
99,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,0.5637590885162354
99,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,0.5743207931518555
100,CBS,,False,True,8,85.0,0.00588226318359375
100,F-CBS (T=1.0),1.0,False,True,4,85.0,0.002881765365600586
100,F-CBS (T=2.0),2.0,False,True,4,85.0,0.0026907920837402344
100,F-CBS (T=5.0),5.0,False,True,4,85.0,0.002674579620361328
100,F-CBS (T=10.0),10.0,False,True,4,85.0,0.002670764923095703
100,F-CBS (T=12.0),12.0,False,True,4,85.0,0.0027017593383789062
100,F-CBS Anneal (T=1.0→0),1.0,True,True,4,85.0,0.0031881332397460938
100,F-CBS Anneal (T=2.0→0),2.0,True,True,4,85.0,0.002701997756958008
100,F-CBS Anneal (T=5.0→0),5.0,True,True,4,85.0,0.0026755332946777344
100,F-CBS Anneal (T=10.0→0),10.0,True,True,4,85.0,0.0026657581329345703
