scenario,algorithm,temperature,annealing,solved,iterations,cost,time
29,F-CBS (T=1.0),1.0,False,False,1024,inf,0.9250462055206299
29,F-CBS (T=2.0),2.0,False,False,1024,inf,0.9353272914886475
29,F-CBS (T=5.0),5.0,False,False,1024,inf,0.9381389617919922
29,F-CBS (T=10.0),10.0,False,False,1024,inf,0.9328925609588623
29,F-CBS (T=12.0),12.0,False,False,1024,inf,0.965139627456665
29,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,1.0028674602508545
29,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,0.9412219524383545
29,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,0.9348671436309814
29,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,0.9333407878875732
29,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,0.9337112903594971
30,CBS,,False,True,48,89.0,0.0426328182220459
30,F-CBS (T=1.0),1.0,False,True,25,89.0,0.020780563354492188
30,F-CBS (T=2.0),2.0,False,True,32,89.0,0.029158353805541992
30,F-CBS (T=5.0),5.0,False,True,15,90.0,0.013158559799194336
30,F-CBS (T=10.0),10.0,False,True,15,90.0,0.012337923049926758
30,F-CBS (T=12.0),12.0,False,True,15,90.0,0.01154470443725586
30,F-CBS Anneal (T=1.0→0),1.0,True,True,14,89.0,0.013269662857055664
30,F-CBS Anneal (T=2.0→0),2.0,True,True,14,89.0,0.012318849563598633
30,F-CBS Anneal (T=5.0→0),5.0,True,True,14,89.0,0.013144254684448242
30,F-CBS Anneal (T=10.0→0),10.0,True,True,14,89.0,0.012651205062866211
30,F-CBS Anneal (T=12.0→0),12.0,True,True,14,89.0,0.010450601577758789
31,CBS,,False,False,1024,inf,0.6979451179504395
31,F-CBS (T=1.0),1.0,False,False,1024,inf,0.7320165634155273
31,F-CBS (T=2.0),2.0,False,False,1024,inf,0.7278380393981934
31,F-CBS (T=5.0),5.0,False,False,1024,inf,0.7381913661956787
31,F-CBS (T=10.0),10.0,False,False,1024,inf,0.7730245590209961
31,F-CBS (T=12.0),12.0,False,False,1024,inf,0.7344567775726318
31,F-CBS Anneal (T=1.0→0),1.0,True,False,1024,inf,0.7187292575836182
31,F-CBS Anneal (T=2.0→0),2.0,True,False,1024,inf,0.7323136329650879
31,F-CBS Anneal (T=5.0→0),5.0,True,False,1024,inf,0.7466356754302979
31,F-CBS Anneal (T=10.0→0),10.0,True,False,1024,inf,0.7145123481750488
31,F-CBS Anneal (T=12.0→0),12.0,True,False,1024,inf,0.7187235355377197
32,CBS,,False,False,1024,inf,0.6973183155059814
32,F-CBS (T=1.0),1.0,False,True,7,80.0,0.0069959163665771484
32,F-CBS (T=2.0),2.0,False,True,6,80.0,0.0070934295654296875
32,F-CBS (T=5.0),5.0,False,True,6,80.0,0.005594730377197266
32,F-CBS (T=10.0),10.0,False,True,6,80.0,0.005160093307495117
